pdf_file,page,text,font_size,x0,y0,flags,label
file03.pdf,6,how the ODL will operate and be managed following the implementation,11,132,679.5,0,0
file03.pdf,6,"who will be involved, and what their role/responsibility will be, for both the",11,132,692.1,0,0
file03.pdf,6,implementation and operational stages,11,130.6,704.7,0,0
file03.pdf,6,RFP: To Develop the Ontario Digital Library Business Plan,7.6,90,734,18,0
file03.pdf,6,Mar-03,7.6,296.7,734,18,0
file03.pdf,6,6,9,516.6,731,2,0
file03.pdf,7,the marketing and communications plan for the ODL,11,132,72.2,0,0
file03.pdf,7,the commitment of all stakeholders to their responsibilities,11,132,84.8,0,0
file03.pdf,7,The process of developing this business plan must be extremely consultative to ensure that,11,90,110.1,0,0
file03.pdf,7,all stakeholders are engaged in creating a synergistic ODL organization.,11,90,122.8,0,0
file03.pdf,7,The proposal must,11,425.9,122.8,2,0
file03.pdf,7,indicate how this consultative process will be approached.,11,90,135.4,2,0
file03.pdf,7,"The business plan for the ODL must address significant issues. There are, for example,",11,90,160.8,0,0
file03.pdf,7,enormous differences in the financial resources available to libraries mandated to provide,11,90,173.4,0,0
file03.pdf,7,"similar services. Some post-secondary and public libraries, particularly those in large urban",11,90,186.1,0,0
file03.pdf,7,"areas, have the facilities, funding and technological infrastructure necessary to service their",11,90,198.7,0,0
file03.pdf,7,"patrons with electronic services and resources.  Many others, particularly in rural regions, do",11,90,211.3,0,0
file03.pdf,7,not.,11,90,224,0,0
file03.pdf,7,The proposal must indicate how these issues will be approached.,11,113.1,224,2,0
file03.pdf,7,Milestones,12,96,270.1,0,3
file03.pdf,7,1) A preliminary report will be issued during June 2003.,11,108,303,2,0
file03.pdf,7,"2) It is expected that an Interim Report, suitable for distribution to the broader library",11,108,327.6,2,0
file03.pdf,7,"community will be available by August 1, 2003 and that there will be an opportunity",11,126,340.3,2,0
file03.pdf,7,for responses to be evaluated.,11,126,352.9,2,0
file03.pdf,7,3) The business plan must be completed and approved by the ODL Steering Committee,11,108,377.6,2,0
file03.pdf,7,"no later than September 30, 2003.",11,126,390.2,2,0
file03.pdf,7,Approach and Specific Proposal Requirements,12,99.5,423.6,0,2
file03.pdf,7,The firm/consultant,11,90,456.6,0,0
file03.pdf,7,(or proposed team of consultants),11,183.9,456.6,2,0
file03.pdf,7,will be expected to work closely with,11,344.7,456.6,0,0
file03.pdf,7,the ODL Steering Committee. Terms of reference for the Committee are in the appendix.,11,90,469.2,0,0
file03.pdf,7,"Given the consultative nature of this business planning process, the firm/consultant will also",11,90,481.9,0,0
file03.pdf,7,be expected to travel and communicate regularly with various stakeholders as well as with,11,90,494.5,0,0
file03.pdf,7,electronic resource publishers/vendors.,11,90,507.1,0,0
file03.pdf,7,The proposal should include the following information:,11,90,531.8,0,0
file03.pdf,7,a) name of the firm/consultant,11,108,556.4,0,0
file03.pdf,7,"b) names of those individuals who will be engaged in this project, their specific",11,108,569.1,0,0
file03.pdf,7,responsibilities on this project and relevant experience/qualifications,11,108,581.7,0,0
file03.pdf,7,c) description of similar engagements that highlight the firm’s experience in business,11,108,594.3,0,0
file03.pdf,7,planning and building stakeholder commitment,11,108,607,0,0
file03.pdf,7,d) references with details of work completed for these references,11,108,619.6,0,0
file03.pdf,7,"e) description of the approach that will be used for completing the business plan,",11,108,632.3,0,0
file03.pdf,7,including a timeline,11,108,644.9,0,0
file03.pdf,7,"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",11,108,657.5,0,0
file03.pdf,7,structure,11,108,670.2,0,0
file03.pdf,7,RFP: To Develop the Ontario Digital Library Business Plan,7.6,90,734,18,0
file03.pdf,7,Mar-03,7.6,296.7,734,18,0
file03.pdf,7,7,9,516.6,731,2,0
file03.pdf,8,Evaluation and Awarding of Contract,12,96,81,0,2
file03.pdf,8,The contract will be awarded to the bidder whose submission offers the best value; the contract will,11,90,122.8,0,0
file03.pdf,8,not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to,11,90,135.6,0,0
file03.pdf,8,any of the bidders responding to this RFP and we may seek further response.,11,90,148.2,0,0
file03.pdf,8,"Specifically, proposals will be evaluated proposals according to the following criteria:",11,90,172.8,0,0
file03.pdf,8,Quality of the proposal /approach outlined for undertaking the business planning process,11,126,210.2,0,0
file03.pdf,8,Demonstrated experience,11,126,222.9,0,0
file03.pdf,8,"Cost, including expenses",11,126,235.5,0,0
file03.pdf,8,Timeline and projected completion date,11,126,248.1,0,0
file03.pdf,8,Other relevant factors as determined by the ODL Steering Committee,11,126,261.3,0,0
file03.pdf,8,Questions regarding this RFP should be directed by e-mail only to Michael Ridley,11,90,286.6,0,0
file03.pdf,8,(mridley@uoguelph.ca).,11,90,299.3,0,0
file03.pdf,8,Bidders are asked not to contact any other member of the ODL Catalyst Team or the ODL Steering,11,90,324.7,0,0
file03.pdf,8,Committee.,11,90,337.3,0,0
file03.pdf,8,RFP: To Develop the Ontario Digital Library Business Plan,7.6,90,734,18,0
file03.pdf,8,Mar-03,7.6,296.7,734,18,0
file03.pdf,8,8,9,516.6,731,2,0
file03.pdf,9,Appendix A:  ODL Envisioned Phases & Funding,12,90,107.5,0,2
file03.pdf,9,Phase I:  Business Planning,10,90,139.8,16,3
file03.pdf,9,Timeline:,10,90,162.8,16,0
file03.pdf,9,March 2003 – September 2003,10,134.3,162.8,2,0
file03.pdf,9,Funding Requested:,10,90,174.3,16,0
file03.pdf,9,"~$100,000 jointly funded by stakeholder groups and the provincial government.",10,187.4,174.3,2,0
file03.pdf,9,Result:,10,90,197.3,16,0
file03.pdf,9,The ODL business plan,10,124.7,197.3,2,0
file03.pdf,9,"The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services,",10,90,220.4,0,0
file03.pdf,9,"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",10,90,231.9,0,0
file03.pdf,9,the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.,10,90,243.5,0,0
file03.pdf,9,"Given the number and diversity of stakeholders involved, the business planning process must be a fully",10,90,266.4,0,0
file03.pdf,9,consultative approach. To ensure that the planning results in a workable plan with the full commitment,10,90,277.9,0,0
file03.pdf,9,"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",10,90,289.4,0,0
file03.pdf,9,communication components so critical in a consultative process.,10,90,301,0,0
file03.pdf,9,Phase II: Implementing and Transitioning,10,90,335.3,16,3
file03.pdf,9,Timeline:,10,90,358.3,16,0
file03.pdf,9,April 2004 – December 2006,10,134.3,358.3,2,0
file03.pdf,9,Funding Requested:,10,90,369.8,16,0
file03.pdf,9,Funding from other states and provinces suggest that the ODL could receive,10,187.4,369.8,2,0
file03.pdf,9,"funding of up to $50 Million (over 3 years). Funding to be provided partnership of government, library",10,90,381.4,2,0
file03.pdf,9,stakeholders and other interested parties.,10,90,392.8,2,0
file03.pdf,9,Result:,10,90,415.8,16,0
file03.pdf,9,The ODL is implemented and validated,10,124.7,415.8,2,0
file03.pdf,9,The second phase will be to implement the ODL based on the business plan. This phase recognizes,10,90,439,0,0
file03.pdf,9,that for ODL to be optimally successful libraries must transition to a new way of doing business and,10,90,450.5,0,0
file03.pdf,9,providing services. The transition must occur while libraries continue to provide existing services and,10,90,461.9,0,0
file03.pdf,9,"respond to current challenges. This implementation phase will funded by a partnership of government,",10,90,473.4,0,0
file03.pdf,9,library stakeholders and other interested parties as a means to quickly jumpstart the ODL.,10,90,484.9,0,0
file03.pdf,9,The seed money requested will allow libraries to realign their budgets and services as the infrastructure,10,90,508,0,0
file03.pdf,9,and content of the ODL is created and secured.,10,90,519.4,0,0
file03.pdf,9,"Some of the funding will be new money, although there",10,291.4,519.4,2,0
file03.pdf,9,is every indication that existing budgets and methods of operating may be modified as a result of,10,90,530.8,2,0
file03.pdf,9,recommendations,10,90,542.3,2,0
file03.pdf,9,". During this phase the polices, procedures, governance structures and accountability",10,165.8,542.3,0,0
file03.pdf,9,"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded.",10,90,554,0,0
file03.pdf,9,"Information resources will be identified, contracts for these resources will be negotiated and resources",10,90,565.5,0,0
file03.pdf,9,will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is,10,90,577,0,0
file03.pdf,9,achieving its objectives and is accountable to its key communities.,10,90,588.5,0,0
file03.pdf,9,Phase III: Operating and Growing the ODL,10,90,611.3,16,3
file03.pdf,9,Timeline:,10,90,634.4,16,0
file03.pdf,9,January 2007 -,10,134.3,634.4,2,0
file03.pdf,9,Funding:,10,90,645.9,16,0
file03.pdf,9,$50 Million annually ($35 Million requested from government),10,133.5,645.9,2,0
file03.pdf,9,Result:,10,90,668.8,16,0
file03.pdf,9,The ODL is fully operational and sustainable,10,124.7,668.8,2,0
file03.pdf,9,In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits,10,90.1,692,0,0
file03.pdf,9,of the initiative and libraries will consolidate support around the ODL to grow resources and extend,10,90.1,703.5,0,0
file03.pdf,9,RFP: To Develop the Ontario Digital Library Business Plan,7.6,90,734,18,0
file03.pdf,9,Mar-03,7.6,296.7,734,18,0
file03.pdf,9,9,9,516.6,731,2,0
file03.pdf,10,capabilities. The challenge is to secure resources sufficient to both sustain the original investments and,10,90,72.2,0,0
file03.pdf,10,to enhance the ODL.,10,90,83.7,0,0
file03.pdf,10,The ongoing funding of the ODL will be based on a partnership model involving all the key participants,10,90,106.7,0,0
file03.pdf,10,"(i.e. government, libraries, donors, public and private sectors). All participants (i.e. beneficiaries) are",10,90,118.2,0,0
file03.pdf,10,expected to make financial contributions to the ODL. It is important in achieving the full impact of the,10,90.1,129.7,0,0
file03.pdf,10,"ODL on Ontario’s economy, society and learning support that all library sectors are participants",10,90.1,141.2,0,0
file03.pdf,10,"(university, colleges, public libraries and schools).",10,90.1,152.8,0,0
file03.pdf,10,"The proposed funding model requires a continuing government investment, but also recognizes that as",10,90.1,170.3,0,0
file03.pdf,10,the ODL matures a growing share of ODL funding will come from libraries and non-governmental,10,90,181.7,0,0
file03.pdf,10,sources. During the 3-year implementation phase (2004 – 2006) libraries will realign their budgets to,10,90,193.2,0,0
file03.pdf,10,enable ongoing funding contributions to ODL. During the same period ODL must build the proposed,10,90,204.7,0,0
file03.pdf,10,endowment and secure public and private sector gifts and/or in-kind contributions. The following chart,10,90,216.3,0,0
file03.pdf,10,outlines the model. This model is based on these assumptions:,10,90,227.8,0,0
file03.pdf,10,1. that ODL expenditures will increase by 50% over a 10 year period,10,108,245.3,0,0
file03.pdf,10,2. that government funding will decrease from 70% to 45% during that 10 year period,10,108,262.7,0,0
file03.pdf,10,"3. that library contributions, endowment and gifts/in-kind funding will increase from 30% to 55%",10,108,280.2,0,0
file03.pdf,10,during the same period,10,126,291.7,0,0
file03.pdf,10,OVERVIEW OF ODL FUNDING MODEL,10,245.8,320.7,16,0
file03.pdf,10,Funding Source,12,114.4,344.1,16,0
file03.pdf,10,2007,12,313.4,344.1,16,0
file03.pdf,10,2017,12,427.6,344.1,16,0
file03.pdf,10,Government,10,114.4,358.4,0,0
file03.pdf,10,$35M (70%),10,300.4,358.4,0,0
file03.pdf,10,$33.75M (45%),10,408.1,358.4,0,0
file03.pdf,10,Libraries,10,114.4,370.4,0,0
file03.pdf,10,$10M (20%),10,300.5,370.4,0,0
file03.pdf,10,$22.5M (30%),10,410.7,370.4,0,0
file03.pdf,10,Endowment,10,114.4,382.4,0,0
file03.pdf,10,$4.5M (9%),10,301.8,382.4,0,0
file03.pdf,10,$15M (20%),10,414.7,382.4,0,0
file03.pdf,10,Gifts/In-Kind,10,114.4,394.4,0,0
file03.pdf,10,$0.5M (1%),10,301.8,394.4,0,0
file03.pdf,10,$3.75M (5%),10,413.4,394.4,0,0
file03.pdf,10,TOTAL ANNUAL,10,114.4,406.3,16,0
file03.pdf,10,$50M,10,314.3,406.4,0,0
file03.pdf,10,$75M,10,428.6,406.4,0,0
file03.pdf,10,"While the private sector will be invited to participate in the ODL through the endowment, gifts and in-",10,90,441.5,0,0
file03.pdf,10,"kind contributions, the ODL will also explore compatible commercial services which leverage the reach",10,90,453,0,0
file03.pdf,10,of the ODL and help to offset operating costs.,10,90,464.5,0,0
file03.pdf,10,A $50M budget leverages the consortium buying power of the province’s libraries to secure the best,10,90,487.6,0,0
file03.pdf,10,"prices for information resources, the widest accessibility and the most favourable contracts. A budget of",10,90,499,0,0
file03.pdf,10,this nature will ensure a core digital collection of sufficient scope and coverage to address a substantial,10,90,510.5,0,0
file03.pdf,10,amount of the wide and diverse information and learning needs of the citizens of Ontario (an overview,10,90,522,0,0
file03.pdf,10,of the nature of the ODL digital collection is appended).,10,90,533.5,0,0
file03.pdf,10,The proposed ODL expenditures in 2006,10,322.4,533.5,18,0
file03.pdf,10,represent an investment of $5.00 per citizen.,10,90,545.1,18,0
file03.pdf,10,It is important to recognize that every new dollar per citizen invested in the Ontario Digital Library has a,10,90,568,0,0
file03.pdf,10,double benefit: it supports a province-wide library of high quality information resources and it,10,90,579.5,0,0
file03.pdf,10,strengthens every local library in Ontario by allowing them to reinvest existing dollars in new resources,10,90,591,0,0
file03.pdf,10,that enhance local services.,10,90,602.5,0,0
file03.pdf,10,This multiplier means that for every dollar invested in ODL the return,10,209,602.5,18,0
file03.pdf,10,on investment is worth $2 of value for Ontario.,10,90,614.1,18,0
file03.pdf,10,RFP: To Develop the Ontario Digital Library Business Plan,7.6,90,734,18,0
file03.pdf,10,Mar-03,7.6,296.7,734,18,0
file03.pdf,10,10,9,511.1,731,2,0
file03.pdf,10,10,9,510.9,731.2,2,0
file03.pdf,10,10,9,511.1,731.2,2,0
file03.pdf,10,10,9,510.9,731,2,0
file03.pdf,11,Appendix B:,12,96,92.5,0,2
file03.pdf,11,ODL Steering Committee Terms of Reference,12,198,92.5,0,2
file03.pdf,11,1. Preamble,10,90,136.8,16,3
file03.pdf,11,Implementation of the Ontario Digital Library (ODL) requires a detailed business plan to be developed,10,95.8,159.9,0,0
file03.pdf,11,and supported by its diverse stakeholder communities (see:,10,95.8,171.3,0,0
file03.pdf,11,www.odl.on.ca,10,347.3,171.3,0,0
file03.pdf,11,).  The business,10,408.9,171.3,0,0
file03.pdf,11,"development planning and commitment process will be overseen by a Steering Committee, who are",10,95.8,182.9,0,0
file03.pdf,11,accountable to potential ODL funders including  the Province of Ontario.,10,95.8,194.4,0,0
file03.pdf,11,2. Terms of Reference,10,90,217.3,16,3
file03.pdf,11,"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the",10,95.8,240.3,0,0
file03.pdf,11,"business plan, securing sector support, and management of the planners and process.  Specific",10,95.8,251.9,0,0
file03.pdf,11,responsibilities include:,10,95.8,263.4,0,0
file03.pdf,11,"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including",10,95.8,286.4,0,0
file03.pdf,11,"governance, management, funding model and structure, organizational structure, marketing,",10,131.8,297.8,0,0
file03.pdf,11,"staffing, and evaluation;",10,131.8,309.4,0,0
file03.pdf,11,"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way",10,95.8,320.9,0,0
file03.pdf,11,"communication, and to ensure meaningful opportunities for stakeholder input into decision-",10,131.8,332.4,0,0
file03.pdf,11,making;,10,131.8,343.9,0,0
file03.pdf,11,2.3 recruiting and managing the business planner(s);,10,95.8,355.5,0,0
file03.pdf,11,"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",10,95.8,366.9,0,0
file03.pdf,11,expenditures;,10,131.8,378.4,0,0
file03.pdf,11,2.5 serving as a focus group for business planner(s) to test ideas;,10,95.8,389.9,0,0
file03.pdf,11,2.6 providing signoff for business planner(s) at key decision points of business plan development;,10,95.8,401.4,0,0
file03.pdf,11,"2.7 securing commitment from library, government, and institutional stakeholders for implementation",10,95.8,413,0,0
file03.pdf,11,of the business plan;,10,131.8,424.5,0,0
file03.pdf,11,2.8 presenting the business plan to funders,10,95.8,435.9,0,0
file03.pdf,11,2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library,10,95.8,447.4,0,0
file03.pdf,11,and education communities.,10,131.8,458.9,0,0
file03.pdf,11,3. Membership,10,90,481.9,16,3
file03.pdf,11,"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",10,95.8,504.9,0,0
file03.pdf,11,representatives to the steering committee,10,95.8,516.4,0,0
file03.pdf,11,3.1 Schools:,10,95.8,539.4,0,0
file03.pdf,11,#NAME?,10,126,551,0,0
file03.pdf,11,Coordinators of Ontario (TALCO)  (,10,126,562.3,0,0
file03.pdf,11,Executive Council of OSLA to name representative in,10,273.3,562.3,2,0
file03.pdf,11,consultation with TALCO,10,126,573.8,2,0
file03.pdf,11,),10,230.2,573.8,0,0
file03.pdf,11,3.2 Universities:,10,95.8,585.4,0,0
file03.pdf,11,- Ontario Council of University Libraries (OCUL) (,10,126,596.8,0,0
file03.pdf,11,OCUL to name,10,330.9,596.8,2,0
file03.pdf,11,),10,394.3,596.8,0,0
file03.pdf,11,3.3 Colleges:,10,95.8,608.5,0,0
file03.pdf,11,"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR",10,126,619.9,0,0
file03.pdf,11,to name,10,461.5,619.9,2,0
file03.pdf,11,),10,498.5,619.9,0,0
file03.pdf,11,3.4 Public libraries:,10,95.8,631.4,0,0
file03.pdf,11,#NAME?,10,126,642.9,0,0
file03.pdf,11,"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",10,126,654.4,0,0
file03.pdf,11,Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),10,126,666,0,0
file03.pdf,11,(,10,126,677.4,0,0
file03.pdf,11,"Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name",10,129.1,677.4,2,0
file03.pdf,11,),10,399.2,677.4,0,0
file03.pdf,11,RFP: To Develop the Ontario Digital Library Business Plan,7.6,90,734,18,0
file03.pdf,11,Mar-03,7.6,296.7,734,18,0
file03.pdf,11,11,9,511.1,731,2,0
file03.pdf,11,11,9,510.9,731.2,2,0
file03.pdf,11,11,9,511.1,731.2,2,0
file03.pdf,11,11,9,510.9,731,2,0
file03.pdf,12,3.5 Ontario Library Association representative (ex-officio)  (,10,95.8,72.1,0,0
file03.pdf,12,OLA to appoint one representative,10,341.6,72.1,2,0
file03.pdf,12,),10,485.5,72.1,0,0
file03.pdf,12,#NAME?,10,126.1,83.8,0,0
file03.pdf,12,"the OLA Board, and to assist the chair with the administrative responsibilities connected with",10,126.1,95.3,0,0
file03.pdf,12,"the preparation of the business plan, finance, and communications.",10,126.1,106.7,0,0
file03.pdf,12,"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",10,95.8,129.7,0,0
file03.pdf,12,"discretion, call on invited experts to advise on issues as required.",10,95.8,141.3,0,0
file03.pdf,12,4. Appointment Criteria and Process,10,90.1,164.2,16,3
file03.pdf,12,4.1,10,95.8,187.8,0,0
file03.pdf,12,Groups and organizations named in Section 3 above are responsible for appointing up to two,10,126.1,187.8,0,0
file03.pdf,12,representatives to the Steering Committee.,10,131.8,199.8,0,0
file03.pdf,12,4.2,10,95.8,223.8,0,0
file03.pdf,12,Desired characteristics for steering committee appointees include:,10,126.1,223.8,0,0
file03.pdf,12,•,10,108.1,246.9,0,0
file03.pdf,12,Strategic thinkers;,10,126.1,248,0,0
file03.pdf,12,•,10,108.1,259.2,0,0
file03.pdf,12,Committed to the concept of multi-sector partnerships;,10,126.1,260.2,0,0
file03.pdf,12,•,10,108.1,271.3,0,0
file03.pdf,12,Knowledgeable about digital libraries and resources;,10,126.1,272.3,0,0
file03.pdf,12,•,10,108.1,283.5,0,0
file03.pdf,12,Knowledgeable about government structures;,10,126.1,284.6,0,0
file03.pdf,12,•,10,108.1,295.6,0,0
file03.pdf,12,Respected by their communities; influential;,10,126.1,296.7,0,0
file03.pdf,12,•,10,108.1,307.8,0,0
file03.pdf,12,Able to take a consultative approach;,10,126.1,308.8,0,0
file03.pdf,12,•,12,108,319.9,0,0
file03.pdf,12,Able to devote time to Steering Committee business: approximately one day per month for,10,126,323,0,0
file03.pdf,12,meetings plus 2-3 working days per month on related activities,10,126,336.2,0,0
file03.pdf,12,.,12,386.7,334.4,0,0
file03.pdf,12,5. Term,10,90,359.6,16,3
file03.pdf,12,Expected term on the Steering Committee is the time required to complete development of the,10,95.8,382.8,0,0
file03.pdf,12,business plan plus two months. This process is expected to take approximately 6 months.,10,95.8,394.2,0,0
file03.pdf,12,6. Chair,10,90,417.1,16,3
file03.pdf,12,Chair will be appointed by the Board of the Ontario Library Association.,10,95.8,440.3,0,0
file03.pdf,12,Role of the Chair:,10,95.8,465.5,0,0
file03.pdf,12,In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,10,95.8,488.5,0,0
file03.pdf,12,"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",10,95.8,500,0,0
file03.pdf,12,plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,10,95.8,511.5,0,0
file03.pdf,12,"the business plan, and communications to stakeholders, funders, and government.",10,95.8,523.1,0,0
file03.pdf,12,7. Meetings,10,90,545.9,16,3
file03.pdf,12,It is expected that in person meetings are held once per month and the majority of business will be,10,95.8,569,0,0
file03.pdf,12,"conducted by e-mail, and teleconference.",10,95.8,580.5,0,0
file03.pdf,12,8. Lines of Accountability and Communication,10,90,603.3,16,3
file03.pdf,12,"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",10,95.8,626.5,0,0
file03.pdf,12,funders.,10,131.8,638,0,0
file03.pdf,12,8.2 The role of the Ontario Library Association is to assume responsibility for  funds contributed by the,10,95.8,661.1,0,0
file03.pdf,12,"ODL funders to finance the business plan, to hold the funds in a separate account, and",10,131.8,672.5,0,0
file03.pdf,12,disperse them for purposes as  directed by the Steering Committee. OLA will provide,10,131.8,684,0,0
file03.pdf,12,financial reports to the Steering Committee as requested and shall comply with all,10,131.8,695.5,0,0
file03.pdf,12,government reporting regulations for funds received.,10,131.8,707,0,0
file03.pdf,12,RFP: To Develop the Ontario Digital Library Business Plan,7.6,90,734,18,0
file03.pdf,12,Mar-03,7.6,296.7,734,18,0
file03.pdf,12,12,9,511.1,731,2,0
file03.pdf,12,12,9,510.9,731.2,2,0
file03.pdf,12,12,9,511.1,731.2,2,0
file03.pdf,12,12,9,510.9,731,2,0
file03.pdf,13,8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,10,95.8,83.8,0,0
file03.pdf,13,ongoing communications and consultation on issues and progress.  The Steering committee,10,131.8,95.3,0,0
file03.pdf,13,is responsible for strong liaison with government particularly the Chief Information Officer,10,131.8,106.7,0,0
file03.pdf,13,"Community Services Cluster, ADM’s and Deputy Ministers.",10,131.8,118.2,0,0
file03.pdf,13,9. Financial and Administrative Policies,10,90,141.1,16,3
file03.pdf,13,9.1 Service on the Steering Committee is non-remunerative,10,95.8,164.3,0,0
file03.pdf,13,9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,10,95.8,175.7,0,0
file03.pdf,13,policies of the Ontario Library Association,10,131.8,187.2,0,0
file03.pdf,13,9.3 Conflict of Interest:,10,95.8,198.7,0,0
file03.pdf,13,The ODL Steering Committee will function according to standard conflict of interest guidelines,10,126,210.3,0,0
file03.pdf,13,"ensuring that members,  their immediate family members, or their places of employment, will",10,126,221.8,0,0
file03.pdf,13,not benefit financially from the decisions  the Steering Committee might make. As a first,10,126,233.3,0,0
file03.pdf,13,"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",10,126,244.7,0,0
file03.pdf,13,statement and procedural guidelines that will govern its work.,10,126,256.2,0,0
file03.pdf,13,RFP: To Develop the Ontario Digital Library Business Plan,7.6,90,734,18,0
file03.pdf,13,Mar-03,7.6,296.7,734,18,0
file03.pdf,13,13,9,511.1,731,2,0
file03.pdf,13,13,9,510.9,731.2,2,0
file03.pdf,13,13,9,511.1,731.2,2,0
file03.pdf,13,13,9,510.9,731,2,0
file03.pdf,14,Appendix C:,12,96,92.5,0,2
file03.pdf,14,ODL’s Envisioned Electronic Resources,12,198,92.5,0,2
file03.pdf,14,The purpose of the ODL is to provide equal access to information for all Ontario citizens through,10,96,136.9,0,0
file03.pdf,14,collaboration and resource sharing. ODL will be a portal - capable of customization as,10,96,148.4,0,0
file03.pdf,14,"a home page for local libraries - to organized, comprehensive, authoritative and validated",10,96,160,0,0
file03.pdf,14,e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects,10,96,171.4,0,0
file03.pdf,14,"of their education, life and work. Some examples:",10,96,182.9,0,0
file03.pdf,14,1. Reference Resources,10,96,205.9,0,0
file03.pdf,14,"- directories: companies, associations, organizations, governments, educational institutions,",10,96,229,0,0
file03.pdf,14,etc. etc.,10,96,240.4,0,0
file03.pdf,14,#NAME?,10,96,251.9,0,0
file03.pdf,14,#NAME?,10,96,263.4,0,0
file03.pdf,14,#NAME?,10,96,274.9,0,0
file03.pdf,14,"- phone books,",10,96,286.5,0,0
file03.pdf,14,#NAME?,10,96,297.9,0,0
file03.pdf,14,#NAME?,10,96,309.4,0,0
file03.pdf,14,#NAME?,10,96,320.9,0,0
file03.pdf,14,#NAME?,10,96,332.4,0,0
file03.pdf,14,#NAME?,10,96,344,0,0
file03.pdf,14,"- currency converters,",10,96,355.5,0,0
file03.pdf,14,#NAME?,10,96,366.9,0,0
file03.pdf,14,#NAME?,10,96,378.4,0,0
file03.pdf,14,#NAME?,10,96,389.9,0,0
file03.pdf,14,#NAME?,10,96,401.5,0,0
file03.pdf,14,2. Subject Guides,10,96,424.5,0,0
file03.pdf,14,#NAME?,10,96,447.4,0,0
file03.pdf,14,#NAME?,10,96,458.9,0,0
file03.pdf,14,#NAME?,10,96,470.5,0,0
file03.pdf,14,#NAME?,10,96,482,0,0
file03.pdf,14,#NAME?,10,96,493.4,0,0
file03.pdf,14,#NAME?,10,96,504.9,0,0
file03.pdf,14,#NAME?,10,96,516.4,0,0
file03.pdf,14,#NAME?,10,96,528,0,0
file03.pdf,14,#NAME?,10,96,539.5,0,0
file03.pdf,14,3. Educational tool-kits,10,96,562.4,0,0
file03.pdf,14,#NAME?,10,96,585.4,0,0
file03.pdf,14,#NAME?,10,96,597,0,0
file03.pdf,14,#NAME?,10,96,608.5,0,0
file03.pdf,14,#NAME?,10,96,620,0,0
file03.pdf,14,#NAME?,10,96,631.4,0,0
file03.pdf,14,"4. Journals, books, maps, music etc.",10,96,654.4,0,0
file03.pdf,14,RFP: To Develop the Ontario Digital Library Business Plan,7.6,90,734,18,0
file03.pdf,14,Mar-03,7.6,296.7,734,18,0
file03.pdf,14,14,9,511.1,731,2,0
file03.pdf,14,14,9,510.9,731.2,2,0
file03.pdf,14,14,9,511.1,731.2,2,0
file03.pdf,14,14,9,510.9,731,2,0
file04.pdf,1,Parsippany -Troy Hills STEM Pathways,28,125.8,37.4,20,-1
file04.pdf,1,Mission Statement:,14,80.3,88.7,4,0
file04.pdf,1,To provide PTHSD high school students with the opportunity to,12,205.7,93.1,4,0
file04.pdf,1,"concentrate their studies, beyond those required in high school, in the areas of science,",12,80.3,108.7,4,0
file04.pdf,1,"technology, engineering, and mathematics, and expose students to relevant real world",12,80.3,123,4,0
file04.pdf,1,"experiences through project work, conferences and presentations to enhance their high school",12,80.3,137.3,4,0
file04.pdf,1,experience.,12,80.3,151.5,4,0
file04.pdf,1,PATHWAY OPTIONS,15.3,240.2,438.2,4,1
file04.pdf,1,REGULAR PATHWAY,15.3,117.2,467.8,20,0
file04.pdf,1,●,11,74.8,502.6,4,0
file04.pdf,1,4 credits of Math,11,99.4,502.6,4,0
file04.pdf,1,●,11,74.8,516.1,4,0
file04.pdf,1,4 credits of Science,11,99.4,516.1,4,0
file04.pdf,1,●,11,74.8,529.6,4,0
file04.pdf,1,4 credits of STEM-designated electives,11,99.4,529.6,4,0
file04.pdf,1,●,11,74.8,543.1,4,0
